Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Khác,Link
Digital Marketing,CÔNG TY CỔ PHẦN UNIK XANH,10 Tr - 15 Tr VND,Hà Nội,26/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Nhà hàng / Khách sạn",1 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCKinh nghiệm từ 1 năm ở các vị trí tương đươngCó kiến thức về: thiết kế website, tối ưu SEO, quảng cáo online (Google Ads/ Facebook Ads…)Am hiểu các kênh digital, đặc biệt là các kênh social networks.Ưu tiên các ứng viên đã làm việc tại các Agency cung cấp dịch vụ digital marketing.Ưu tiên ứng viên biết Ngoại ngữ","Giới tính: NamPhụ cấp khác: Ăn ca 35.000đ/ ngàyĐộ tuổi: 25 - 45Thời gian làm việc: 8:00 - 17:00 từ Thứ 2 đến thứ 6, nghỉ Thứ 7, CNNgày nghỉ: Nghỉ phép, nghỉ lễ tết theo quy định của pháp luậtLương: 10 Tr - 15 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/digital-marketing.35BE1CC6.html
Quản lý kinh doanh khu vực_Khu vực Đà Nẵng,CTCP Yến Sào Nha Trang,14 Tr - 25 Tr VND,Đà Nẵng,26/11/2023,Trưởng nhóm / Giám sát,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Thực phẩm & Đồ uống",5 - 15 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCAm hiểu thị trường, có kinh nghiệm từ 10 năm trở lên ở ngành FMCG, 04 năm ở vị trí tương đươngNăng động, chịu khó, không ngại thử tháchChịu được áp lực cao trong công việc",Bằng cấp: Trung cấpĐộ tuổi: Không giới hạn tuổiLương: 14 Tr - 25 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/quan-ly-kinh-doanh-khu-vuc_khu-vuc-da-nang.35BE1CF8.html
Nhân viên bán hàng P&G (Thu nhập trên 10 triệu/tháng),CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP TUẤN VIỆT,10 Tr - 15 Tr VND,Thừa Thiên- Huế,26/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Not Define,Nhân viên chính thức,YÊU CẦU CÔNG VIỆC- Tốt nghiệp THPT trở lên    - Có khả năng hòa nhập và giao tiếp tốt  - Chịu được áp lực trong công việc   - Năng động và yêu thích kinh doanh   ,Độ tuổi: 22 - 32Lương: 10 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-ban-hang-p-g-thu-nhap-tren-10-trieu-thang.35BE1C92.html
NHÂN VIÊN TUYỂN DỤNG,Công Ty TNHH J.G,Cạnh tranh,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Nhân sự , Xây dựng",3 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC• Tốt nghiệp Đại học chuyên ngành Quản lý Nhân sự hoặc các chuyên ngành liên quan• Ít nhất 3 năm kinh nghiệm trong lĩnh vực liên quan• Tiếng Anh viết, giao tiếp (cơ bản)• Có kinh nghiệm làm việc trong lĩnh vực tuyển dụng hoặc quản lý nhân sự.• Hiểu biết về các phương pháp tuyển dụng hiệu quả và luật lao động liên quan.• Sử dụng thành thạo phần mềm Microsoft",Bằng cấp: Cao đẳngĐộ tuổi: 27 - 35Lương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-tuyen-dung.35BF0EC4.html
Nhân Viên Digital Marketing (Kinh Nghiệm 6 Tháng) - Lương Cứng 8-10 Triệu,Công ty Cổ phần The20,8 Tr - 10 Tr VND,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Tiếp thị trực tuyến , Quảng cáo / Đối ngoại / Truyền Thông",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCKinh nghiệm: Tối thiểu 6 tháng kinh nghiệm làm việc trong lĩnh vực quảng cáo trên các nền tảng mạng xã hội, bao gồm TikTok, Facebook.Kiến thức: Hiểu biết về cách hoạt động của các nền tảng quảng cáo mạng xã hội, bao gồm cách tối ưu hóa chiến dịch, sử dụng công cụ quảng cáo, và theo dõi hiệu suất.Kỹ năng quản lý & giải quyết vấn đề: Có khả năng quản lý nhiều tài khoản quảng cáo cùng một lúc và xử lý các trường hợp trục trặc một cách chủ động.Kỹ năng báo cáo: Kỹ năng xuất sắc trong việc tổng hợp dữ liệu và tạo báo cáo chi tiết.Tính cẩn thận: Tinh thần tỉ mỉ và chú ý đến chi tiết trong việc quản lý và theo dõi chiến dịch.Ưu tiên: Ứng viên có tư duy logic, tốt nghiệp chuyên ngành Marketing, Toán - Tin hoặc các ngành có liên quan.",Giới tính: NữĐộ tuổi: Không giới hạn tuổiLương: 8 Tr - 10 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-digital-marketing-kinh-nghiem-6-thang-luong-cung-8-10-trieu.35BDDECF.html
Giám Sát Kinh Doanh,Công Ty Cô Phần Thực Phẩm Fuji,13 Tr - 22 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Quản lý điều hành",Not Define,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTừ 03 năm kinh nghiệm trở lên ở vị trí tương đươngTối thiểu 01 năm kinh nghiệm trong lĩnh vực thực phẩm phẩm hoặc sản xuất dịch vụTốt nghiệp: cao đẳng trở lênKỹ năng mềm: Giao tiếp ứng xử mềm dẻo, nhẹ nhàngKỹ năng cứng: thành tạo tin học văn phòngKỹ năng: Tiếp cận khách hàng, báo cáo, tổng hợp, nghiên cứu thị trườngCó mục tiêu rõ ràng và kiên định thực hiện MỤC TIÊU;Không bỏ cuộc khi gặp khó khăn (Cam kết làm việc tối thiểu 1 năm);Không ngại khó khăn, không lý do khi gặp thất bại, tự làm chủ công việc, chịu áp lực cao;Tận tâm trong công việc, tự tạo động lực thúc đẩy công việc",Độ tuổi: Không giới hạn tuổiLương: 13 Tr - 22 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/giam-sat-kinh-doanh.35BDD5E3.html
Giám sát kinh doanh kênh GT,Công Ty CP Sữa Quốc Tế IDP,Cạnh tranh,Hải Phòng,25/11/2023,Trưởng nhóm / Giám sát,"Bán hàng / Kinh doanh , Thực phẩm & Đồ uống , Tiếp thị / Marketing",2 - 4 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Kinh nghiệm vị trí tương đương từ 2-4 năm ngành Sữa/ đồ uống/ FMCG- Trình độ Cao Đẳng trở lên.- Có mối quan hệ NPP, khách hàng tốt.- Cần cù, chịu khó, trách nhiệm trong công việc",Độ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/giam-sat-kinh-doanh-kenh-gt.35BDDF3D.html
Chuyên Viên Cao Cấp Truyền Thông Thương Hiệu (Mảng Branding),CÔNG TY CỔ PHẦN KINH DOANH F88,Cạnh tranh,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Tiếp thị trực tuyến , Quảng cáo / Đối ngoại / Truyền Thông",Trên 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCB. YÊU CẦU CÔNG VIỆC:Tốt nghiệp Đại học trở lên các trường chuyên ngành marketing, truyền thông, kinh tế, ngoại giao, quản trị kinh doanhƯu tiên có kiến thức về digital marketing và phân tích các nền tảng sốÍt nhất 2 năm kinh nghiệm trong lĩnh vực thương hiệu, truyền thông sốTiếng Anh thành thạo 4 kỹ năngQuản lý dự ánTruyền thông và Thuyết trìnhXây dựng mối quan hệ và gây ảnh hưởngHiểu biết về công nghệ/ ITPhân tích dữ liệu (mức độ cơ bản)Sức khỏe tốt, chịu được áp lực công việc caoC. ĐÃI NGỘ:1. Chế độ chính sách:Lương thưởng cạnh tranh trên thị trường, phản ánh đúng năng lực thực tế.Thưởng cuối năm + thưởng Lễ/Tết + thưởng sinh nhật + thưởng đột xuất khi hoàn thành tốt nhiệm vụ12 ngày phép năm + phép thâm niênBHXH + chế độ bảo hiểm đặc biệt dành cho nhân viên (F88 Care)Cơ hội tham gia gắn kết với tập thể thông qua các hoạt động văn hóa sôi động: Teambuilding, Tất niên, 8/3, 20/10, Giáng sinh…2. Môi trường làm việc:Cơ hội làm việc tại Công ty hàng đầu, uy tín trong lĩnh vực tài chính cá nhânMôi trường làm việc cởi mở và năng động với các giá trị cốt lõi sâu sắc truyền cảm hứng làm việc đến nhân viên.Khuyến khích trao đổi ý tưởng, đề cao sự sáng tạo trong công việc.3. Cơ hội phát triển:F88 cam kết cho bạn nền tảng vững chắc để học hỏi và phát triển.Tham gia đào tạo bài bản, chuyên nghiệp từ Học viện F88.Sẵn sàng trao quyền, cơ hội đột phá cho nhân viên.",Bằng cấp: Đại họcĐộ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-truyen-thong-thuong-hieu-mang-branding.35BDDF55.html
CHUYÊN VIÊN CONTENT MARKETING,CÔNG TY TNHH THỰC PHẨM MINH KHÁNH LONG,9 Tr - 15 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Thực phẩm & Đồ uống , Nhà hàng / Khách sạn",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC  Tốt nghiệp từ đại học   Có tối thiểu 1 năm kinh nghiệm  Nữ, tuổi từ 22-30.   Có khả năng làm content đa phong cách, bắt kịp xu hướng, áp dụng trong các nội dung content của fanpage, youtube.   Yêu thích ăn uống, đam mê, có kiến thức về ẩm thực.   Có khả năng sáng tạo, khả năng tư duy logic, vui tính, hòa đồng   Tinh thần làm việc độc lập, hoạt động teamwork tốt.",Độ tuổi: 22 - 30Ngày nghỉ: Nghỉ 04 ngàyLương: 9 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-content-marketing.35BDDF3A.html
B2B Agricultural Sales,CÔNG TY CỔ PHẦN CÔNG NGHỆ CƠ ĐIỆN LẠNH PHAN BÁCH,Cạnh tranh,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tiếp thị trực tuyến",Trên 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCYÊU CẦU:-         Năng động, nhanh nhẹn, có khả năng làm việc độc lập.-         Có khả năng giao tiếp bằng tiếng Anh tốt.-         Ưu tiên ứng viên biết tiếng Hoa.-         Ưu tiên ứng viên có kinh nghiệm về các loại nông sản.-         Ưu tiên ứng viên có kinh nghiệm về xuất nhập khẩu nông sản.QUYỀN LỢI:-         Lương hàng tháng, hoa hồng, bảo hiểm theo quy định.-         Thưởng tháng 13, thưởng năng suất, thưởng Lễ Tết.-         Bảo hiểm tại nạn.-         Khám sức khỏe.-         Xe đi công tác.-         Du lịch.",Độ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/b2b-agricultural-sales.35BDDEBC.html
Nhân viên quản lý kênh TikTok,CÔNG TY TNHH OLIVO ELECTRONICS VIỆT NAM,12 Tr - 18 Tr VND,Hà Nội,25/11/2023,Nhân viên,Tiếp thị / Marketing,Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Có kinh nghiệm phát triển kinh doanh mạng lưới, đẩy mạnh hoạt động affiliate cho kênh. - Có khả năng xây dựng, quản trị cộng đồng Publisher, MGM, CTV;- Hiểu biết về ngành hàng tiêu dùng nói chung và đồ điện gia dụng nói riêng là 1 lợi thế;- Có khả năng giao tiếp, đàm phán, trong việc kết nối, xây dựng hệ thống;- Nhanh nhẹn, tự tin, sẵn sàng học hỏi.",Bằng cấp: Cao đẳngĐộ tuổi: Không giới hạn tuổiLương: 12 Tr - 18 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-quan-ly-kenh-tiktok.35BDDE26.html
Chuyên viên content Marketing,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ AMM - GERMANY,10 Tr - 15 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Dược phẩm , Truyền hình / Báo chí / Biên tập",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCYêu cầu công việc:Độ tuổi từ 20 - 28Tốt nghiệp chuyên ngành dược, Marketing, truyền thông, báo chí....Ưu tiên các ứng viên có kinh nghiệm trong lĩnh vực dược, mẹ và bé là một lợi thếKhả năng sử dụng ngôn ngữ tốt, văn phong mạch lạc, thu hút. Kinh nghiệm viết bài quảng cáo trên Facebook. Bài Pr đăng tải trên các báo online hoặc báo giấyCó kỹ năng tìm kiếm thông tin và xử lý thông tin thành thạo.Có khả năng làm việc độc lập và theo nhómQuyền lợiThưởng tết âm, thưởng tết dương, 30/04, 02/09Được hưởng các chính sách phúc lợi của công ty một năm đi du lịch, Bảo hiểm xã hội ngay sau hoàn thành thử việc, chế độ ốm đau, sinh nhật và các đãi ngộ theo quy định của công tyĐược làm việc trong môi trường làm việc chuyên nghiệp và năng động.Thời gian làm việc từ 8h -17h00 từ thứ 2 đến trưa thứ 7 hàng tuần ( nghỉ trưa 1h )",Bằng cấp: Cao đẳngĐộ tuổi: 20 - 28Lương: 10 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-content-marketing.35BDDE68.html
Nhân Viên Telesale Nha Khoa (Thu nhập 15-30tr/tháng),CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ AN HOÀNG GIA,15 Tr - 30 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Tiếp thị trực tuyến , Y tế / Chăm sóc sức khỏe",1 - 3 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Có kinh nghiệm từ 06 tháng tại vị trí Telesale mảng nha khoa trở lên- Có kỹ năng giao tiếp và thuyết phục tốt, giọng nói dễ nghe.- Xử lý các tình huống và nắm bắt tâm lý khách hàng tốt.- Cầu tiến và có trách nhiệm cao trong công việc.- Có laptop cá nhânQuyền lợi được hưởng- Thu nhập: 15.000.000 – 30.000.000 VNĐ ( Lương cơ bản 8.000.000 – 10.000.000 VNĐ/tháng + phụ cấp 780.000 VNĐ/tháng + Thưởng doanh thu)- Được tham gia BHXH, BHYT khi ký HĐLĐ chính thức- Môi trường chuyên nghiệp, năng động, thân thiện, có cơ hội thăng tiến tốt.- Hưởng niềm vui chứ không chỉ phúc lợi: Sinh nhật hàng tháng, chế độ lễ, tết, hiếu, hỷ,..",Độ tuổi: Không giới hạn tuổiLương: 15 Tr - 30 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-telesale-nha-khoa-thu-nhap-15-30tr-thang.35BDDD73.html
[OCEAN EDU - Yên Phong] Nhân Viên Chăm Sóc Khách Hàng,Công Ty CP Giáo Dục Đại Dương,6 Tr - 8 Tr VND,Bắc Ninh,25/11/2023,Nhân viên,"Dịch vụ khách hàng , Tiếp thị trực tuyến , Tiếp thị / Marketing",Not Define,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC1.NHÂN THÂN- Nữ/Nam tuổi từ 20 - 35 2. PHẨM CHẤT, KỸ NĂNG- Tin học văn phòng cơ bản- Kỹ năng làm việc nhóm- Kỹ năng giao tiếp thuyết phục3. YÊU CẦU VỀ CÔNG CỤ VÀ PHƯƠNG TIỆN LÀM VIỆC- Ứng viên tự trang bị điện thoại cá nhân.- Tự chủ động trong phương tiện đi lại.Các ứng viên quan tâm vui lòng gửi hồ sơ trực tuyến, gửi kèm file hoặc nộp trực tiếp tại công ty- Tiêu đề email và tên file đính kèm đặt theo mẫu: Họ tên _ Vị trí ứng tuyển - Gửi hồ sơ về email: tuyendung@ocean.edu.vn- Hoặc nộp hồ sơ trực tiếp tại: Lô 611, khu U đô thị mới, Thị trấn Chờ, Yên Phong, Bắc Ninh (Ưu tiên các ứng viên gửi CV sớm)",Độ tuổi: Không giới hạn tuổiLương: 6 Tr - 8 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/ocean-edu-yen-phong-nhan-vien-cham-soc-khach-hang.35BDDE78.html
Retail Leasing Executive,"CBRE (Vietnam) Co.,ltd",Cạnh tranh,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bất động sản",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC• At least 2 year of agency work experience, understanding of Vietnam retail property market• Familiar with brands/ retailers/ business association/ Shopping centres/ Mall Operators• Good command of English, especially writing skill• Self-motivated, good interpersonal and analytical skills• Creative mind, strong inspiration• Strong computer skills – proficiency in MS Office (Word, Excel & PowerPoint) and MS Windows• Good presentation skill",Bằng cấp: Đại họcĐộ tuổi: 23 - 25Lương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/retail-leasing-executive.35BDDDA2.html
NHÂN VIÊN PHÒNG QUAN HỆ VÀ TRUYỀN THÔNG (NV CRD),Công ty Cổ phần Mỹ phẩm Quốc tế Thùy Dung,10 Tr - 15 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Truyền hình / Báo chí / Biên tập , Quảng cáo / Đối ngoại / Truyền Thông",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC  Tốt nghiệp Đại học trở lên các khối ngành: Kinh tế, Thương mại, Ngoại giao, Marketing  Tiếng Anh tốt là một lợi thế  Có khả năng sử dụng các nền tảng xã hội tốt: FB, Tiktok, Sàn TMĐT, v.v….  Kỹ năng - Sử dụng thành thạo Microsoft Office,  Kỹ năng cập nhật và tổng hợp số/dữ liệu  Kỹ năng lập kế hoạch báo cáo  Kỹ năng giao tiếp tốt, có khả năng xử lý tình huống nhanh  Chủ động và quản lý công việc hiệu quả  Làm việc nhóm và cá nhân,…  01 năm ở vị trí tương đương; ưu tiên ứng viên có kinh nghiệm trong ngành nghề mỹ phẩm","Bằng cấp: Đại họcThời gian thử việc: 2 ThángĐộ tuổi: Không giới hạn tuổiThời gian làm việc: Thời gian làm việc: Giờ hành chínhPhúc lợi:- Thưởng vào các ngày lễ tết: 30/04, 01/05, 02/09, Tết Dương, Thưởng lương tháng thứ 13- Mỗi tháng có 01 ngày Phép- Hỗ trợ các dịp sinh nhật, ốm đau, hiếu hỉ, thai sản...- Tham gia các chương trình Team building, du lịch...- Được đóng BHXH, BHYT, BHTN.....- 1 năm được xét tăng lương 2 lầnNgày nghỉ: Nghỉ T7 và CNLương: 10 Tr - 15 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phong-quan-he-va-truyen-thong-nv-crd.35BDDF0E.html
Chuyên viên tư vấn giáo dục - Ocean Edu Phù Lỗ,Công Ty CP Giáo Dục Đại Dương,11 Tr - 13 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tư vấn , Tiếp thị trực tuyến , Tiếp thị / Marketing",Not Define,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTốt nghiệp Cao đẳng trở lên, không yêu cầu chuyên ngành.Độ tuổi 21 - 35Có kỹ năng giao tiếp tốt, thuyết phục. Không nói ngọngCó kỹ năng tư duy, xử lý vấn đề tốtCó khả năng làm việc độc lập và làm việc nhóm tốt.Ưu tiên các bạn đã có kinh nghiệm kinh doanh, tư vấn, bán hàng, chăm sóc khách hàng,...QUYỀN LỢI:Mức lương 11 - 13 triệu/tháng + thưởng.Xét tăng lương 2 lần/năm.Được đóng BH sau 2 tháng thử việc.Lộ trình thăng tiến luôn rộng mở.Được tham gia các chương trình teambuilding, du lịch, nghỉ mátĐược thưởng nhân các ngày lễ, tết và các sự kiện đặc biệt của Ocean Edu.Các chế độ đãi ngộ khác theo quy định.Liên hệ: 0904543691 - Bộ phận tuyển dụng Ocean edu  ",Bằng cấp: Cao đẳngĐộ tuổi: Không giới hạn tuổiLương: 11 Tr - 13 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-tu-van-giao-duc-ocean-edu-phu-lo.35BDDE55.html
Nhân viên kinh doanh sàn thương mại điện tử ( Ngành hàng thực phẩm đông lạnh ),Công ty TNHH Chế biến thực phẩm Đông Đô,10 Tr - 13 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Thực phẩm & Đồ uống",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTrình độ: Đại học, Cao đẳngChuyên nghànhCó liên quan TMĐT, CNTT, Kinh tế/QTKD,Marketing, Khoa học xã hộiChứng chỉKhôngKinh nghiệmSố năm kinh nghiệm liên quan: 01 năm. Đã làm các hệ thống e-commerce lớn trong và ngoài nước là một lợi thếKiến thức-          Có ít nhất 01 năm kinh nghiệm làm việc tại các sàn TMĐTKỹ năngKỹ năng công việc:-                 Có kiến thức cơ bản về Marketing-                 Kỹ năng sử dụng các công cụ soạn thảo và định dạng văn bản, thành thạo excel.Kỹ năng mềm:-                 Kỹ năng làm việc nhóm-                 Linh động khi thực hiện công việc, học hỏi nhanh.Khả năngKhả năng trình bày tốt",Bằng cấp: Cao đẳngĐộ tuổi: 25 - 35Lương: 10 Tr - 13 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-san-thuong-mai-dien-tu-nganh-hang-thuc-pham-dong-lanh.35BDDDF3.html
Trình dược viên OTC tại Bình Phước,CÔNG TY TNHH MTV DQH VN,15 Tr - 30 Tr VND,Bình Phước,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Tiếp thị trực tuyến , Dược phẩm",1 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC Trình dược viên kênh OTC tại khu vực ứng tuyển từ 1 năm Có mối quan hệ tốt với các Nhà thuốc tại địa bàn là lợi thế Chăm chỉ, thật thà, nhanh nhạy, tính thực chiến cao Kỹ năng giao tiếp tốt, nhạy bén Có kiến thức về dược. Ưu tiên từng làm trong lĩnh vực dược phẩm",Bằng cấp: Trung cấpĐộ tuổi: Trên 18Lương: 15 Tr - 30 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/trinh-duoc-vien-otc-tai-binh-phuoc.35BDDE3A.html
Performance Marketing Executive (GMKT),Công ty TNHH Dịch vụ Thương mại Yes4All,Cạnh tranh,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tiếp thị trực tuyến",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCSKILL AND EXPERIENCEBachelor's degree in Marketing, Business, or a related field1-3 years of experience in performance marketing, with a strong focus on e-commerceExperience in performance marketing, specifically with PPC channels (Google, Coc Coc, etc.) and knowledge of SEOStrong analytical skills and ability to make informed decisions using dataProficient in data analytics tools such as Excel, Google Sheets, and Google Data StudioProficient in SEO and SEM tactics and able to create effective performance marketing plansExcellent project management and organizational skills, with the ability to handle multiple projects simultaneouslyStrong communication and interpersonal skills, able to work cross-functionally and collaborate with teams across the organizationGood English and comfortable interacting in a multinational team.Will be plus:Experience with Amazon advertising platforms and tools (e.g. Amazon PPC, Amazon DSP)Experience with e-commerce/social commerce platforms such as Amazon, or Walmart/Target/Tik Tok, … and so on.Passion for sports and sport-related products.WHY YOU WILL LOVE JOINING US?FOR YOU TO JOINFinancial Well-being: A competitive salary with 13th month salary, annual performance bonus and a variety of allowances.Salary review: annually or on excellent performance.Activities: company trips, team-building, and other customized monthly bonding events.Annual leaves: 16 days off and 01 Birthday Leave per year.Healthcare: annual health check, insurance according to Labor Law and extra PTI Insurance package.Working Environment: dynamic, friendly environments with working time flexibility (Mon-Fri), and other perks include snacks, coffee, and healthy food provided daily suited for hardworking, fun, and team collaboration.FOR YOU TO GROWAmbition: We are now keeping on with our hyper growth to multicategory, multichannel, multimarket, and expanding into the world largest e-commerce enabler. Hence, there will continuously be opportunities to challenge yourself, learn new skills and knowledge. Challenges: Your voice can always be heard as we embrace the eagerness of learning and sharing. You can be your own boss and create your own value with the ability to take initiative and make decisions in all aspects of work.Chances: Be led and coached by experienced and inspirational leaders and participate in various training courses where you can enlarge your knowledge and experience in the E-commerce and Supply Chain industry.FOR YOU TO STAYPeople: Having a headquarter in the US and an operation office in Vietnam, our team is young and highly motivated. You will be working with and alongside members having experiences from International Corporations or high profile from Vietnam that share the same passion and dedication.Culture: Our working environment is humble, collaborative and 100% healthy. We promote Exchange & Speak out, you can receive transparent and supportive feedback so you can perform the best.Career path: Provide you a great career path, open to rotating for your better understanding of the company and contribute across many of our functions.And much more, join us and let yourself explore other fantastic things!",Bằng cấp: Đại họcĐộ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/performance-marketing-executive-gmkt.35BDDF5D.html
Nhân Viên Telesale,Công ty TNHH Phát Triển Giáo Dục Và Hợp Tác Quốc Tế THANHMAIHSK,10 Tr - 12 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tiếp thị trực tuyến",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTốt nghiệp Đại học chuyên ngành Quản trị Kinh doanh, Marketing hoặc các ngành tương tựCó kinh nghiệm làm việc ở vị trí nhân viên telesales hoặc các vị trí khác liên quan đến sales/chăm sóc khách hàngQuen thuộc với các phần mềm quản trị khách hàng và hệ thống điện thoạiThành thạo các kĩ năng bán hàng, giao tiếp và đàm phánThành thạo kĩ năng quản trị mối quan hệBình tĩnh, có khả năng xử lí các tình huống bị từ chối hoặc các vấn đề phát sinh",Bằng cấp: Đại họcĐộ tuổi: 22 - 35Lương: 10 Tr - 12 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-telesale.35BDDE4F.html
"Trưởng Nhóm Kinh Doanh Hàng Tiêu Dùng ( Kênh B2B, Event, Băng Đăng )",Công Ty TNHH Sản Xuất Thương Mại Hồng Phúc,Cạnh tranh,Hồ Chí Minh,25/11/2023,Trưởng nhóm / Giám sát,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tiếp thị trực tuyến",1 - 3 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCKinh Nghiệm Bắt BuộcCó kinh nghiệm Sale B2B ngành hàng FMCGCó kinh nghiệm bán hàng tại các Event, sự kiện, ngành hàng gia công.Học vấnTốt nghiệp Cao đằng/ Đại học trở lên ngành QTKDKiến thức, kỹ năng chuyên mônCó kinh nghiệm ít nhất 03 năm kinh nghiệm ở vị trí quản lý kinh doanh làm việc trong các Công ty FMCGKỹ năng làm việcKỹ năng quản lý nhómKỹ năng đào tạo nhân viênThiết lập và duy trì các mối quan hệ với khách hàng.Xây dựng và thực hiện kế hoạch bán hàng dự ánNgoại ngữAnh văn trình độ B (nếu có)Vi tínhThành thạo vi tính văn phòng, Ms. OfficeYêu cầu khácTinh thần trách nhiệm caoTư duy tích cực và đổi mớiTác phong chuyên nghiệp, đam mê công việc Kinh doanhChịu được áp lực công việc",Bằng cấp: Trung cấpĐộ tuổi: 28 - 45Lương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/truong-nhom-kinh-doanh-hang-tieu-dung-kenh-b2b-event-bang-dang.35BDDF33.html
