Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Link
"nhân viên facebook content, marketing, seeding part-time/full-time 2023",công ty dr.x aesthetic ,Thỏa thuận,Hà Nội,HẠN CUỐI: 29/2/2024,"Marketing, Truyền Thông, PR",0,Toàn thời gian; Bán thời gian,"YÊU CẦU ỨNG VIÊNNam/nữ tuổi từ 18 – 26 tuổi- Có laptop cá nhân- Thời gian làm việc linh hoạt- Không yêu cầu kinh nghiệm (Được đào tạo về cách làm, sản phẩm, dịch vụ,...)- Ưu tiên có kinh nghiệm bán hàng tư vấn, CSKH, Sale,..MKT hoặc đã từng làm trong môi trường thẩm mỹ, nha khoa, y tế- Ưu tiên học báo chí tuyên truyền, các khối liên quan đến viết, báo, quản trị kinh doanh, tài chính….. - Các khối ngành quản trị kinh doanh, tài chính ngân hàng…- Nặng động, nhiệt tình, tư duy và  sáng tạo tốt.",https://ybox.vn/tuyen-dung/hn-cong-ty-dr-x-aesthetic-tuyen-dung-nhan-vien-facebook-content-marketing-seeding-part-time-full-time-2023-657c0bacbabaab6ec975490a
"thực tập sinh content seo, content tiktok part-time 2023",công ty digitalcare ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 21/12/2023,"Marketing, Truyền Thông, PR",0,Thực tập; Bán thời gian,"YÊU CẦU ỨNG VIÊNCó khả năng viết văn, tư duy câu chữĐảm bảo deadline dự ánHiểu biết cơ bản về nền tảng Social media đối với từng ngành, có khả năng viết lách đa lĩnh vực cũng là một lợi thếCó khả năng chịu áp lực công việc, sáng tạo và lắng nghe ý kiến khách hàngCó khả năng sắp xếp thời gian phù hợpCó laptop cá nhân làm ",https://ybox.vn/tuyen-dung/hcm-cong-ty-digitalcare-tuyen-dung-thuc-tap-sinh-content-seo-content-tiktok-part-time-2023-657c132c3f5c0071036e6074
"nhân viên lễ tân hành chính, vận hành nhãn hàng, vận hành livestream, quay dựng media, kinh doanh, kĩ thuật livestream & box farm, livestream part-time/full-time 2023",công ty gmv ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 30/1/2024,"Hành chính, Nhân sự",0,Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Nhiệt tình, chăm chỉ, nhẫn nại, có tinh thần trách nhiệm, có kỹ năng xử lý tính huống tốt- Chưa có kinh nghiệm sẽ được đào tạo- Thành thạo tin học văn phòng- Không xăm hình, không nói ngọng, không nhuộm tóc quá sáng màu- Biết tiếng Anh, tiếng Trung là một lợi thế",https://ybox.vn/tuyen-dung/hcm-cong-ty-gmv-tuyen-dung-nhan-vien-le-tan-hanh-chinh-van-hanh-nhan-hang-van-hanh-livestream-quay-dung-media-kinh-doanh-ki-thuat-livestream-and-box-farm-livestream-part-time-full-time-2023-657bccd45c71b84d350ec3d6
thực tập sinh marcom full-time 2023,công ty agency marketing 5s media ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 20/1/2024,"Marketing, Truyền Thông, PR",0,Thực tập; Toàn thời gian,"YÊU CẦU ỨNG VIÊNThái độ nghiêm túc, tích cực, dấn thân, sẵn sàng học hỏiTư duy tốt, sáng tạoThành thạo tiếng Anh (Nói và viết)Có thể chịu được áp lực và đúng deadlineThành thạo Microsoft Office (Word, Excel, Powerpoint)Có mặt tại văn phòng tối thiểu 40 tiếng/tuầnCó kiến thức nền tảng về Marketing & Communication.",https://ybox.vn/tuyen-dung/hn-cong-ty-agency-marketing-5s-media-tuyen-dung-thuc-tap-sinh-marcom-full-time-2023-657bed902aec045c35d1f9b6
"nhân viên/chuyên viên social content collaborator, social media optimizer part-time/full-time 2023",công ty yeah1 ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 30/12/2023,"Marketing, Truyền Thông, PR",0,Bán thời gian,"YÊU CẦU ỨNG VIÊN- Có kiến thức về thiết kế hình ảnh, viết nội dung thu- Sáng tạo, nhạy bén, cẩn thận",https://ybox.vn/tuyen-dung/hcm-cong-ty-yeah1-tuyen-dung-nhan-vien-chuyen-vien-social-content-collaborator-social-media-optimizer-part-time-full-time-2023-657ac7bf7933e10c1029998e
nhân viên kinh doanh full-time 2023,công ty huy phong ,Thỏa thuận,Hà Nội,HẠN CUỐI: 19/3/2024,Bán hàng (Sales),0,Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Giao tiếp – đàm phán- Làm việc nhóm.- Tin học văn phòng tốt.- Nói rõ ràng không nói ngọng, giọng địa phương nặng.- Trung thực.- Năng động",https://ybox.vn/tuyen-dung/hn-cong-ty-huy-phong-tuyen-dung-nhan-vien-kinh-doanh-full-time-2023-657b22bab7052e272688eb69
thực tập sinh marketing part-time/full-time 2023,công ty huy phong ,Thỏa thuận,Hà Nội,HẠN CUỐI: 19/3/2024,"Marketing, Truyền Thông, PR",0,Thực tập; Toàn thời gian; Bán thời gian,"YÊU CẦU ỨNG VIÊN●       Có laptop và lên làm việc tại văn phòng●       Không yêu cầu kinh nghiệm●       Tốt nghiệp chuyên ngành marketing hoặc các ngành liên quan●       Nhanh nhẹn, nhiệt huyết",https://ybox.vn/tuyen-dung/hn-cong-ty-huy-phong-tuyen-dung-thuc-tap-sinh-marketing-part-time-full-time-2023-657b2166ee070426e4f06a48
thực tập sinh booking kol/koc part-time 2023,nền tảng học tiếng anh palfish ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 4/1/2024,"Marketing, Truyền Thông, PR",0,Thực tập; Bán thời gian,"YÊU CẦU ỨNG VIÊNKhông yêu cầu kinh nghiệm, đã từng có kinh nghiệm làm việc với KOL là 1 lợi thếCó laptop cá nhân và smartphoneYêu thích hoặc có kinh nghiệm với công việc sáng tạo nội dung mạng xã hội.Có kinh nghiệm copywriting hoặc video editing là một lợi thếYêu thích lĩnh vực giáo dục và có cảm tình với các sản phẩm của PalFish",https://ybox.vn/tuyen-dung/hn-nen-tang-hoc-tieng-anh-palfish-tuyen-dung-thuc-tap-sinh-booking-kol-koc-part-time-2023-657aca873a053009dbff0f89
trưởng phòng marketing full-time 2023,nhà hàng the wann ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 29/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNTốt nghiệp Đại Học trở lên chuyên ngành Marketing, Quản trị kinh doanh, Truyền thông hoặc các ngành liên quan khác.Có kinh nghiệm làm trưởng phòng Marketing hoặc vị trí tương tự trên 2 năm.Có kinh nghiệm xây dựng chiến lược Marketing ngành F&BCó kiến thức về phương pháp nghiên cứu thị trường, phân tích dữ liệu.Thành thạo tin học văn phòng.",https://ybox.vn/tuyen-dung/hcm-nha-hang-the-wann-tuyen-dung-truong-phong-marketing-full-time-2023-657ab7f70d81050a7050731c
chuyên viên phát triển kinh doanh (b2b sales) full-time 2023,công ty bespoke marketing ,Thỏa thuận,Hồ Chí Minh,DEADLINE: 22/12/2023,Bán hàng (Sales),6 tháng,Toàn thời gian,"REQUIREMENTSBachelor's degree in Marketing, Business Administration, or a related field.Experience: 6 months to 1 year in a business development or sales role within the marketing or advertising industry, preferably in an agency setting.Strong understanding of marketing principles, branding strategies, and digital marketing trends.Excellent communication, negotiation, and presentation skills.Ability to thrive in a dynamic, fast-paced environment, demonstrating strong initiative and self-motivation.",https://ybox.vn/tuyen-dung/hcm-cong-ty-bespoke-marketing-tuyen-dung-chuyen-vien-phat-trien-kinh-doanh-b2b-sales-full-time-2023-657ab7f50d81050a70507317
"thực tập sinh marketing, chuyên viên quản lý quan hệ khách hàng part-time/full-time 2023",nhà hàng t.u.n.g dining ,Từ 1 Triệu - Dưới 4 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 14/1/2024,"Marketing, Truyền Thông, PR",0,Thực tập; Bán thời gian; Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Ưu tiên khả năng viết content và có ý tưởng sáng tạo. Có tư duy và nắm bắt xu thế, xu hướng marketing hiện đại.- Hiểu biết về marketing và nghiên cứu thị trường, phân tích dữ liệu và các công cụ marketing, sẽ được đào tạo nếu chưa có kinh nghiệm.- Kỹ năng Tiếng Anh tốt.- Sử dụng thành thạo phần mềm MS Office.- Sử dụng tốt phần mềm Photoshop và Illustrators là lợi thế.- Biết sử dụng các công cụ marketing về google và mạng xã hội (Facebook/ Instagram).- Có khả năng tổ chức và quản lý thời gian tốt.- Có sự sáng tạo và tinh thần học hỏi về lĩnh vực hoạt động của nhà hàng.- Có laptop riêng để tiện theo dõi công việc (Hỗ trợ máy tính khác tại văn phòng).",https://ybox.vn/tuyen-dung/hn-nha-hang-t-u-n-g-dining-tuyen-dung-thuc-tap-sinh-marketing-chuyen-vien-quan-ly-quan-he-khach-hang-part-time-full-time-2023-657a92a78ea395784117bf9c
thực tập sinh koc/kol full-time 2023,tập đoàn truyền thông và công nghệ mcv group ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 10/1/2024,"Marketing, Truyền Thông, PR",0,Thực tập; Toàn thời gian,"YÊU CẦU ỨNG VIÊNƯu tiên sinh viên năm 4 hoặc vừa tốt nghiệp các ngành truyền thông, báo chí.Có thể thực tập tối thiểu 3 thángBiết sử dụng các phần mềm dựng như Adobe Premiere, Capcut hoặc các phần mềm tương tự.Có khả năng sáng tạo, nhạy bén với xu hướng xã hội, nắm bắt thị hiếu người xemCó kiến thức về nền tảng Tiktok làm một lợi thế.Yêu thích truyền thông, mạng xã hội, hoạt ngôn, ngoại hình sáng",https://ybox.vn/tuyen-dung/hcm-tap-doan-truyen-thong-va-cong-nghe-mcv-group-tuyen-dung-thuc-tap-sinh-koc-kol-full-time-2023-657cb2b9a6655f290e37b5a8
chuyên viên content marketing full-time 2023,công ty xingfu việt nam ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 23/12/2023,"Marketing, Truyền Thông, PR",0,Toàn thời gian,"YÊU CẦU ỨNG VIÊN-Biết sử dụng được phần mềm đồ họa Adobe IILustrator hoặc Canava.- Có kinh nghiệm về Content Marketing,… là điểm cộng- Có kỹ năng viết lách, sử dụng từ hiệu quả.- Kỹ năng biên tập hình ảnh, nội dung- Kỹ năng báo cáo, đưa ra quyết định- Kỹ năng làm việc nhóm- Chính trực, tự tin, năng động- Chủ động trách nhiệm",https://ybox.vn/tuyen-dung/hcm-cong-ty-xingfu-viet-nam-tuyen-dung-chuyen-vien-content-marketing-full-time-2023-657d263c49d37c4f6de889d3
chuyên viên digital marketing full-time 2023,công ty canawan global ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 30/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNCó các kinh nghiệm liên quan trong các đầu mục dưới đây:Thiết Kế Trang Đích (Landing Page Design): Tạo và tối ưu hóa các trang đích để thu hút và chuyển đổi khách truy cập thành khách hàng.Content Creation (Sáng Tạo Nội Dung): Viết bài blog, tạo nội dung cho mạng xã hội, và sản xuất các loại nội dung khác nhằm thu hút và giữ chân độc giả.Social Media Management (Quản Lý Mạng Xã Hội): Quản lý các tài khoản mạng xã hội, lên kế hoạch nội dung, tương tác với cộng đồng và phân tích hiệu suất.Video Marketing (Tiếp Thị Video): Sản xuất và phân phối video để thu hút khán giả và tăng cường nhận thức về thương hiệu.Sáng tạo, ham học hỏi, khả năng tương tác tốt với xã hội và cộng đồng.Linh hoạt, nhanh nhẹn, kỹ năng Excel tốt.Kỹ năng sử dụng các công cụ chỉnh sửa như Canva, Photoshop, Premiere.Kỹ năng proofread content và nắm bắt công cụ mới nhanh chóng.",https://ybox.vn/tuyen-dung/hcm-cong-ty-canawan-global-tuyen-dung-chuyen-vien-digital-marketing-full-time-2023-657aa9ec668b2e03a6898641
"thực tập sinh marketing tổng hợp, phân tích kinh doanh full-time 2023",tập đoàn phát triển và sản xuất thiết bị tự động hóa đa quốc gia keyence nhật bản ,Thỏa thuận,Hà Nội,DEADLINE: 31/12/2023,"Marketing, Truyền Thông, PR",0,Toàn thời gian; Thực tập,"REQUIREMENTSNo experience required for this opportunity!- Bachelor's degree, preferably in Marketing, Journalism, Business Development, or related fields- Proficient in Microsoft Office, prefer to use graphic design software (Adobe Photoshop, Illustrator, Premiere ...),- Good command in English (equivalent with IELTS= 6.5 or C1 level and above).- Can work full-time from Mon to Fri.- Welcome candidate with no or less than 1 year experience",https://ybox.vn/tuyen-dung/hn-tap-doan-phat-trien-va-san-xuat-thiet-bi-tu-dong-hoa-da-quoc-gia-keyence-nhat-ban-tuyen-dung-thuc-tap-sinh-marketing-tong-hop-phan-tich-kinh-doanh-full-time-2023-657a9cd1aa9e8b79f10e1bb7
nhân viên phát triển kinh doanh full-time 2023,công ty tập đoàn công nghệ metawork ,Từ 10 Triệu - Dưới 15 Triệu VNĐ / Tháng; Từ 15 Triệu - Dưới 20 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 31/1/2024,Bán hàng (Sales),6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNNam, Nữ ngoại hình ưa nhìn, giao tiếp tốt, năng động và chủ động trong công việc.Có kinh nghiệm Sales, BD các lĩnh vực khác hoặc vị trí tương đương Tư duy logic, có kiến thức về crypto là điểm cộng Nhanh nhẹn, trung thực, cẩn trọng.",https://ybox.vn/tuyen-dung/hn-cong-ty-tap-doan-cong-nghe-metawork-tuyen-dung-nhan-vien-phat-trien-kinh-doanh-full-time-2023-657ab335c34bc508e6d7b2b1
nhân viên điều hành seo full-time 2023,công ty findtalent ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 22/12/2023,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian,"YÊU CẦU ỨNG VIÊNMindset tốt về SEO, người dùng, luôn cập nhật xu hướng SEO mớiSử dụng tốt các công cụ SEO như Ahrefs, SEMrush, keywordtool,…Hiểu biết các công cụ Google Analytic, Seach Console,…Kỹ năng phân tích và đánh giá dữ liệu. Khả năng lên kế hoạch và quản lý thời gian.Hiểu biết về các phương pháp và công cụ tối ưu hóa công cụ tìm kiếm, kỹ năng lãnh đạo và truyền đạt thông tin.Kinh nghiệm 03 năm trở lên, đã từng làm ở vị trí Senior/Manager SEO ở Công ty gần nhất. Thường xuyên đi công tác ngắn hạn hoặc dài hạn trong & ngoài nước",https://ybox.vn/tuyen-dung/hcm-cong-ty-findtalent-tuyen-dung-nhan-vien-dieu-hanh-seo-full-time-2023-657bc200bcf8fd4a1e8a3684
nhân viên tập sự kiểm soát nội bộ (khối xây dựng) full-time 2023,tập đoàn ct group ,Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hồ Chí Minh,HẠN CUỐI: 31/1/2024,"Hành chính, Nhân sự",0,Toàn thời gian,"YÊU CẦU ỨNG VIÊN- Sinh viên năm cuối hoặc mới tốt nghiệp của các trường Đại học từ loại Khá trở lên.- Chuyên ngành: Xây dựng dân dụng, Kinh tế Xây dựng hoặc các chuyên ngành liên quan.- Ưu tiên sinh viên từ các trường: Đại học Bách Khoa, Đại học Tôn Đức Thắng, Đại học Sư phạm Kỹ thuật,...- Kinh nghiệm: Không yêu cầu kinh nghiệm.- Sử dụng thành thạo tin học văn phòng.- Năng động, nhiệt tình, nhanh nhẹn, thông minh, nhạy bén, tác phong chuyên nghiệp. ",https://ybox.vn/tuyen-dung/hcm-tap-doan-ct-group-tuyen-dung-nhan-vien-tap-su-kiem-soat-noi-bo-khoi-xay-dung-full-time-2023-657c30f3bd6d6d761e744eb3
cộng tác viên kinh doanh part-time 2023,công ty cenco vietnam ,Thỏa thuận,Hà Nội; Hồ Chí Minh; Đà Nẵng; Huế; Khác,HẠN CUỐI: 29/2/2024,Bán hàng (Sales),0,Online; Bán thời gian; Khác,"YÊU CẦU ỨNG VIÊN- Sinh viên năm 3- 4 các chuyên ngành du lịch, lữ hành, khách sạn, quản trị, kinh doanh.- Chăm chỉ, nhanh nhẹn, cầu tiến, giao tiếp tự tin.- Tham gia đào tạo, đánh giá hàng tuần tại công ty.- Ký hợp đồng hợp tác (tối thiểu 3- 6 tháng)- Không đồng thời tự bán hàng hay làm nhân viên, cộng tác viên, thực tập sinh ở các công ty du lịch khác.",https://ybox.vn/tuyen-dung/online-cong-ty-cenco-vietnam-tuyen-dung-cong-tac-vien-kinh-doanh-part-time-2023-657a767fc05dc96e0e4f80f6
thực tập sinh kinh doanh part-time/full-time 2023,công ty timviec365 ,Từ 4 Triệu - Dưới 8 Triệu VNĐ / Tháng; Từ 8 Triệu - Dưới 10 Triệu VNĐ / Tháng,Hà Nội,HẠN CUỐI: 31/12/2023,Bán hàng (Sales),0,Thực tập; Toàn thời gian; Bán thời gian,"YÊU CẦU ỨNG VIÊN- Không yêu cầu kinh nghiệm- Ứng viên năng động, nhiệt huyết, quyết liệt khi làm việc.- Có tinh thần ham học hỏi là điều cần thiết- Yêu cầu có laptop cá nhân",https://ybox.vn/tuyen-dung/hn-cong-ty-timviec365-tuyen-dung-thuc-tap-sinh-kinh-doanh-part-time-full-time-2023-657c6d621a8b4e1123a95e6b
"nhân viên facebook/google ads, chăm sóc khách hàng, quay dựng full-time 2023",tập đoàn panorama ,Thỏa thuận,Hồ Chí Minh,HẠN CUỐI: 2/3/2024,"Marketing, Truyền Thông, PR",6 tháng,Toàn thời gian; Online,"YÊU CẦU ỨNG VIÊNYêu cầu công việc Facebook Ads/ Google Ads:- Đối với Google Ads Có kinh nghiệm chạy 6 tháng- Đối với Facebook Ads Có kinh nghiệm chạy lĩnh vực: thực phẩm chức năng, thời trang, mỹ phẩm,...- Có laptop cá nhân để làm việc- Biết chạy chuyển đổi và Thời gian linh hoạt - Biết tiếp thu ý kiến và sửa đổi, có sự chủ động và trách nhiệm trong công việc- Kỹ năng máy tính tốt, thao tác nhanh nhẹn, quản lý và xử lý số liệu chính xác- Có trách nhiệm cao trong công việc, mong muốn học hỏi phát triển về digital marketing- Hiểu biết về Digital Marketing và các công cụ Digital Marketing như: Facebook Ads là một lợi thế",https://ybox.vn/tuyen-dung/online-hcm-ta-p-doa-n-panorama-tuyen-dung-nhan-vien-facebook-google-ads-cham-soc-khach-hang-quay-dung-full-time-2023-6579718a508494231eaab97a
