Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Content Leader (Fashion OR Lifestyle)Headhunt jobs,Navigos Search'S Client,$1000 - $1500,H? Chí Minh,29/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English, Content Copy Writer, Content",https://www.vietnamworks.com/content-leader-fashion-or-lifestyle-1720176-jv?source=searchResults&searchType=2&placement=1720226&sortBy=date
Marketing Support Executive - Chuyên Viên H? Tr? MarketingHeadhunt jobs,Navigos Search,Th??ng l??ng,H? Chí Minh,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Support, English",https://www.vietnamworks.com/marketing-support-executive-chuyen-vien-ho-tro-marketing-1719856-jv?source=searchResults&searchType=2&placement=1719906&sortBy=date
Marketing Manager,Công Ty TNHH MB Nutrition,$900 - $1100,H? Chí Minh,18/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content Marketing, Digital Marketing, Branding, Market Planning, Creative Thinking Skill",https://www.vietnamworks.com/marketing-manager--1725972-jv?source=searchResults&searchType=2&placement=1725972&sortBy=date
Senior Trade Marketing Manager FMCG (FMCG),Nabati,Th??ng l??ng,H? Chí Minh,18/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, Leader Trade Marketing, Ngành FMCG, Marketing Planning, Marketing Materials Strategy",https://www.vietnamworks.com/senior-trade-marketing-manager-fmcg-fmcg-1713950-jv?source=searchResults&searchType=2&placement=1713950&sortBy=date
Field Marketing Supervisor,Công Ty An Phúc Th?nh,Th??ng l??ng,H? Chí Minh,07/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Field Marketing, Trade Marketing, FMCG, Tobacco Industry, FMCG Market",https://www.vietnamworks.com/field-marketing-supervisor-1-1-1-1-1--1722739-jv?source=searchResults&searchType=2&placement=1722739&sortBy=date
Trade Marketing,Công Ty C? Ph?n Xây D?ng H?p L?c,Th??ng l??ng,Hà N?i,14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Nghiên C?u Th? Tr??ng, ?ánh Giá ??i Th?, Phát Tri?n Chi?n L??c, Qu?ng Bá Th??ng Hi?u, Báo Cáo Kinh Doanh",https://www.vietnamworks.com/trade-marketing--1725257-jv?source=searchResults&searchType=2&placement=1725257&sortBy=date
Trade Category Manager,Masan Consumer Holdings,Th??ng l??ng,H? Chí Minh,06/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, Trade Category Management, FMCG, Category Management, Channel Strategy",https://www.vietnamworks.com/trade-category-manager-11-1--1722262-jv?source=searchResults&searchType=2&placement=1722262&sortBy=date
"Product Content Specialist (Lingerie Brand, US Market)",Công Ty TNHH Công Ngh? Và Gi?i Pháp Ph?n M?m Crossian,Th??ng l??ng,Hà N?i,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Copywriting, Digital Marketing, Facebook Ads, Product Marketing, English",https://www.vietnamworks.com/product-content-specialist-lingerie-brand-us-market--1721881-jv?source=searchResults&searchType=2&placement=1721881&sortBy=date
"Chuyên Viên Thi?t K? ?? H?a Full Time (6,5 Ti?ng/ngày) - 17 - 22 Tri?u",Công Ty TNHH Th??ng M?i Qu?c T? BlueStars,$600 - $800,Hà N?i,24/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Thi?t K? ?? H?a, Facebook Ads, Truy?n Thông, Video Editing, Banner Design",https://www.vietnamworks.com/chuyen-vien-thiet-ke-do-hoa-full-time-6-5-tieng-ngay-17-22-trieu-1718259-jv?source=searchResults&searchType=2&placement=1718259&sortBy=date
Nhân Viên Content MKT + CSUrgent job,Công Ty TNHH SSP CORPORATION,$450 - $450,H? Chí Minh,15/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Sales, Content Marketing, Báo Chí, SEO",https://www.vietnamworks.com/nhan-vien-content-mkt-cs-1-1725433-jv?source=searchResults&searchType=2&placement=1725433&sortBy=date
"Content Marketing Specialist (Retail, US Market)",Công Ty TNHH Công Ngh? Và Gi?i Pháp Ph?n M?m Crossian,T? $490,Hà N?i,14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Copywriting, Facebook Ads, Product Marketing, English, E Commerce",https://www.vietnamworks.com/content-marketing-specialist-retail-us-market-1724997-jv?source=searchResults&searchType=2&placement=1724997&sortBy=date
Senior Influencer / KOC Marketing (Bi?t Ti?ng Trung),Xing Yun Cloud Viet Nam,$700 - $850,H? Chí Minh,23/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Sáng T?o N?i Dung, Phát Tri?n M?ng Xã H?i, Ti?ng Anh, Hi?u Ch?nh Video, Quay D?ng Video",https://www.vietnamworks.com/senior-influencer-koc-marketing-biet-tieng-trung-1706260-jv?source=searchResults&searchType=2&placement=1706260&sortBy=date
Tr??ng Phòng Marketing [L??ng C?ng 35M + Th??ng Kinh Doanh],Công Ty TNHH G-Luxury,$1500 - $3000,Hà N?i,21/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Truy?n Thông, Xây D?ng Chi?n L??c, Phân Tích Th? Tr??ng, ?ánh Giá ??i Th?, Branding",https://www.vietnamworks.com/truong-phong-marketing-luong-cung-35m-thuong-kinh-doanh-1704623-jv?source=searchResults&searchType=2&placement=1704623&sortBy=date
Subleader Customer Service,Công Ty Merchize,Th??ng l??ng,Hà N?i,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Tìm Ki?m Khách Hàng, Phát Tri?n Khách Hàng, Báo Cáo T?ng K?t, Phân Tích Th? Tr??ng, Giao Ti?p",https://www.vietnamworks.com/subleader-customer-service-1711711-jv?source=searchResults&searchType=2&placement=1711711&sortBy=date
Trade Marketing Officer,Saint-Gobain Vietnam,Th??ng l??ng,Hà N?i,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, Event Coordination, Truy?n Thông, Sales Workshops, Kinh Doanh",https://www.vietnamworks.com/trade-marketing-officer--1724054-jv?source=searchResults&searchType=2&placement=1724054&sortBy=date
Trade Marketing Executive,TNHH City Wisdom Vietnam,$400 - $625,H? Chí Minh,28/11/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Truy?n Thông, Trade Marketing, Nghiên C?u Th? Tr??ng, FMCG",https://www.vietnamworks.com/trade-marketing-executive--1719115-jv?source=searchResults&searchType=2&placement=1719115&sortBy=date
Digital Planner Manager,Công Ty TNHH Adtek Technology,Th??ng l??ng,H? Chí Minh,18/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Media Planning, Advertising Optimization, Display Network Ads, Campaign Management, Campaign Strategy Development",https://www.vietnamworks.com/digital-planner-manager-1716134-jv?source=searchResults&searchType=2&placement=1716134&sortBy=date
Digital Marketing Manager,Công Ty TNHH Adtek Technology,Th??ng l??ng,H? Chí Minh,18/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Digital Advertising, Optimize Performance, Media Planning, Social Network Development",https://www.vietnamworks.com/digital-marketing-manager--1716132-jv?source=searchResults&searchType=2&placement=1716132&sortBy=date
Content Strategist,Công Ty TNHH Airr Labs (Vi?t Nam),Th??ng l??ng,H? Chí Minh,07/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content Strategy, Social Media Campaign, Content Production, Content Marketing, Branding Campaign",https://www.vietnamworks.com/content-strategist--1722637-jv?source=searchResults&searchType=2&placement=1722637&sortBy=date
Nhân Viên V?n Hành Sàn Th??ng M?i ?i?n T?Urgent job,Công Ty TNHH Th??ng M?i Jetzt,$400 - $1000,Hà N?i,27/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","E Commerce, Sàn Th??ng M?i ?i?n T?, Campaign Planning, SEO Writing, Performance Tracking",https://www.vietnamworks.com/nhan-vien-van-hanh-san-thuong-mai-dien-tu--1718899-jv?source=searchResults&searchType=2&placement=1718899&sortBy=date
Chuyên Viên Digital Marketing - Upto 30 Tri?u/tháng,Công Ty TNHH Bibabo,$600 - $1300,Hà N?i,18/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Tiktok Ads, Google Ads, Facebook Ads",https://www.vietnamworks.com/chuyen-vien-digital-marketing-upto-30-trieu-thang-1715778-jv?source=searchResults&searchType=2&placement=1715778&sortBy=date
Tr??ng Nhóm Phát Tri?n Th? Tr??ng M?ng TM?T (Ti?ng Trung),Công Ty C? Ph?n T?p ?oàn Kita Group,$750 - $1100,H? Chí Minh,18/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Ti?ng Trung, Truy?n Thông, Báo Chí, Th??ng M?i ?i?n T?, Hàng Tiêu Dùng",https://www.vietnamworks.com/truong-nhom-phat-trien-thi-truong-mang-tmdt-tieng-trung-1726036-jv?source=searchResults&searchType=2&placement=1726036&sortBy=date
Trade Marketing Executive,Asiafoods Corporation,$700 - $1500,H? Chí Minh,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Data Analyst, FMCG, Trade Marketing, Nghiên C?u Th? Tr??ng",https://www.vietnamworks.com/trade-marketing-executive--1722334-jv?source=searchResults&searchType=2&placement=1722334&sortBy=date
Partnership Marketing Manager,Công Ty TNHH Befinancial,Th??ng l??ng,H? Chí Minh,06/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Relationship Establishing, Relations Management, Partnership Relation, Partnership Development, Digital Banking",https://www.vietnamworks.com/partnership-marketing-manager--1722407-jv?source=searchResults&searchType=2&placement=1722407&sortBy=date
Product & Retail Marketing Assistant Manager,Estee Lauder Vietnam,Th??ng l??ng,H? Chí Minh,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Product Maketing, Retail Marketing, Marketing Retail",https://www.vietnamworks.com/product-retail-marketing-assistant-manager-1722392-jv?source=searchResults&searchType=2&placement=1722392&sortBy=date
Tr??ng Ban H? Tr? Th??ng M?i Ngành Hàng (Trade Marketing Manager),Công Ty C? Ph?n S?a Vi?t Nam (Vinamilk),Th??ng l??ng,H? Chí Minh,06/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, Ngành Hàng S?a, Bán Hàng, Trade Promotion Management, Trade Category Management",https://www.vietnamworks.com/truong-ban-ho-tro-thuong-mai-nganh-hang-trade-marketing-manager-1--1722349-jv?source=searchResults&searchType=2&placement=1722349&sortBy=date
Th?c T?p Sinh Th??ng M?i ?i?n T?,Công Ty C? Ph?n Th??ng M?i D?ch V? Phân Ph?i Xu?t Nh?p Kh?u Mvot,Th??ng l??ng,H? Chí Minh,06/12/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content Fanpage, Social Media, Bán Hàng Online, Advertising Campaigns, KOL",https://www.vietnamworks.com/thuc-tap-sinh-thuong-mai-dien-tu-1722189-jv?source=searchResults&searchType=2&placement=1722189&sortBy=date
Tr??ng Phòng Marketing,Chi Nhánh Công Ty TNHH Th??ng M?i Qu?c T? Sao Á Vi?t,Th??ng l??ng,H?i Phòng,06/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Kinh Doanh, Phân Tích Th? Tr??ng, Phát Tri?n Kinh Doanh, Marketing Strategy, Marketing Planning",https://www.vietnamworks.com/truong-phong-marketing--1722419-jv?source=searchResults&searchType=2&placement=1722419&sortBy=date
Marketing Communication Manager for Mobile Experience Business,Samsung Vina Electronics (Savina-S),Th??ng l??ng,H? Chí Minh,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Planning, IMC Planning, Communication Marketing",https://www.vietnamworks.com/marketing-communication-manager-for-mobile-experience-business-1722108-jv?source=searchResults&searchType=2&placement=1722108&sortBy=date
Chuyên Viên Phát Tri?n Th? Tr??ng Kênh Tiktok/sàn Th??ng M?i ?i?n T? (M?c L??ng T? $500-$700),Công Ty C? Ph?n T?p ?oàn Mutosi,$500 - $700,Hà N?i,08/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","?? Gia D?ng, Kinh Doanh Online, Digital Marketing, Sàn Th??ng M?i ?i?n T?",https://www.vietnamworks.com/chuyen-vien-phat-trien-thi-truong-kenh-tiktok-san-thuong-mai-dien-tu-muc-luong-tu-500-700-1--1723127-jv?source=searchResults&searchType=2&placement=1723127&sortBy=date
"(Senior) Executive, Key Account Sales",TIKI Corporation,Th??ng l??ng,H? Chí Minh,08/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Key Account Development, E Commerce, Retail, Marketing Planning, Metrics Driven",https://www.vietnamworks.com/senior-executive-key-account-sales--1723373-jv?source=searchResults&searchType=2&placement=1723373&sortBy=date
Marketing Manager,Công Ty C? Ph?n Công Ngh? Sen ??,Th??ng l??ng,H? Chí Minh,05/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Trade Marketing, Branding, Promotion Planning, Campaign Marketing",https://www.vietnamworks.com/marketing-manager--1722000-jv?source=searchResults&searchType=2&placement=1722000&sortBy=date
Support Account Manager (E-Commerce),N-Squared Ecommerce Vietnam,Th??ng l??ng,H? Chí Minh,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English Business, E Commerce, Ecommerce Platforms, Ecommerce Background, Client Service Management",https://www.vietnamworks.com/support-account-manager-e-commerce-1633788-jv?source=searchResults&searchType=2&placement=1633788&sortBy=date
Sales GTMT & Trade Marketing Manager [Giao Ti?p Ti?ng Anh T?t],Công Ty C? Ph?n Vi?t Tinh Anh,Th??ng l??ng,Hà N?i,24/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Phân Ph?i Hàng Hóa, K? Ho?ch Kinh Doanh, Qu?n Lý Kênh Bán Hàng, Sales Analyst, Phát Tri?n Kinh Doanh",https://www.vietnamworks.com/sales-gtmt-trade-marketing-manager-giao-tiep-tieng-anh-tot-1718170-jv?source=searchResults&searchType=2&placement=1718170&sortBy=date
Copywriter,Công Ty TNHH Airr Labs (Vi?t Nam),Th??ng l??ng,H? Chí Minh,15/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông",Content Copy Writer,https://www.vietnamworks.com/copywriter--1725567-jv?source=searchResults&searchType=2&placement=1725567&sortBy=date
KOL Marketing Specialist,Samra Limited,$500 - $800,H? Chí Minh,24/11/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English, Tiktok Ads",https://www.vietnamworks.com/kol-marketing-specialist-1718135-jv?source=searchResults&searchType=2&placement=1718135&sortBy=date
"Senior Content Marketing Specialist (Retail, US Market)",Công Ty TNHH Công Ngh? Và Gi?i Pháp Ph?n M?m Crossian,$606 - $808,Hà N?i,23/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Copywriting, Digital Marketing, Facebook Ads, Product Marketing, English",https://www.vietnamworks.com/senior-content-marketing-specialist-retail-us-market-1717728-jv?source=searchResults&searchType=2&placement=1717728&sortBy=date
Chuyên Viên Th??ng M?i ?i?n T? - M?ng Livestreams,Công Ty C? Ph?n Th?c Ph?m H?u Ngh?,Th??ng l??ng,Hà N?i,04/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Th??ng M?i ?i?n T?, Livestream, Bán Hàng",https://www.vietnamworks.com/chuyen-vien-thuong-mai-dien-tu-mang-livestreams-1-1--1710659-jv?source=searchResults&searchType=2&placement=1710659&sortBy=date
Tiktok Video Editor/ Content Creator,Công Ty TNHH GLOBAL Jet Commerce,$450 - $750,H? Chí Minh,15/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Media, Video Editing, Quay D?ng Video, Biên T?p Video",https://www.vietnamworks.com/tiktok-video-editor-content-creator-1725486-jv?source=searchResults&searchType=2&placement=1725486&sortBy=date
Trade Marketing ManagerUrgent job,Zott Vietnam Company Limited,$2000 - $2500,Hà N?i,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Nghiên C?u Th? Tr??ng, Phân Tích Th? Tr??ng, FMCG Market, Market Research, Analyze Data",https://www.vietnamworks.com/trade-marketing-manager--1720344-jv?source=searchResults&searchType=2&placement=1720344&sortBy=date
Layout Planogram SpecialistUrgent job,Social Bella Vietnam,Th??ng l??ng,H? Chí Minh,22/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, FMCG, Retail, Excel, Layout Planning",https://www.vietnamworks.com/layout-planogram-specialist-1717417-jv?source=searchResults&searchType=2&placement=1717417&sortBy=date
Partnership Marketing Lead,Got It,Th??ng l??ng,H? Chí Minh,23/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Product Maketing, Marketing Proposal, Communnication Skill, Partnership Activation, Campaign Development",https://www.vietnamworks.com/partnership-marketing-lead--1717836-jv?source=searchResults&searchType=2&placement=1717836&sortBy=date
Senior Digital Marketing ExecutiveUrgent job,Công Ty CP Th??ng M?i ?i?n T? Greenmazing,$400 - $650,Hà N?i,22/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Facebook Ads, Tiktok Ads",https://www.vietnamworks.com/senior-digital-marketing-executive--1717169-jv?source=searchResults&searchType=2&placement=1717169&sortBy=date
Idea Creator (Chuyên Viên Sáng T?o Ý T??ng S?n Ph?m)Urgent job,Công Ty CP Th??ng M?i ?i?n T? Greenmazing,T? $400,Hà N?i,22/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Phân Tích D? Li?u, Sáng T?o N?i Dung, IELTS, Trending",https://www.vietnamworks.com/idea-creator-chuyen-vien-sang-tao-y-tuong-san-pham-1717375-jv?source=searchResults&searchType=2&placement=1717375&sortBy=date
{ Accountant } Urgent,JLDD Group,$450 - $600,H? Chí Minh,22/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","K? Toán T?ng H?p, Accounting, K? Toán, K? Toán Thu? Công N?",https://www.vietnamworks.com/accountant-urgent--1717513-jv?source=searchResults&searchType=2&placement=1717513&sortBy=date
Digital Marketing,Công Ty TNHH GLOBAL Jet Commerce,$500 - $900,H? Chí Minh,22/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Media, Content Marketing, Google Analytics, Chi?n D?ch Truy?n Thông, Video Editing",https://www.vietnamworks.com/digital-marketing-669--1717294-jv?source=searchResults&searchType=2&placement=1717294&sortBy=date
Digital Marketing Manager,Công Ty C? Ph?n Công Ngh? Sen ??,Th??ng l??ng,H? Chí Minh,22/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Power BI Microsoft, Tableau BI",https://www.vietnamworks.com/digital-marketing-manager--1717181-jv?source=searchResults&searchType=2&placement=1717181&sortBy=date
Marketing Manager - Aquafeed,Chi Nhánh Olam Global Agri Vi?t Nam,$900 - $1200,Not Define,13/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Planning, Branding, Ti?p Th? S?n Ph?m, Branding Marketing, Phân Tích Th??ng M?i",https://www.vietnamworks.com/marketing-manager-aquafeed--1724431-jv?source=searchResults&searchType=2&placement=1724431&sortBy=date
Trade Marketing Supervisor - GT,Marico South East Asia Corporation,Th??ng l??ng,H? Chí Minh,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, FMCG Market, Trade Category Management, Trade Promotion Management, FMCG",https://www.vietnamworks.com/trade-marketing-supervisor-gt--1724345-jv?source=searchResults&searchType=2&placement=1724345&sortBy=date
Trade Marketing (Channel Execution),Sabeco - T?ng Công Ty C? Ph?n Bia - R??u - N??c Gi?i Khát Sài Gòn,Th??ng l??ng,H? Chí Minh,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, Alcohol Or Beverage, Off Trade, On Trade, FMCG",https://www.vietnamworks.com/trade-marketing-channel-execution-1716811-jv?source=searchResults&searchType=2&placement=1716811&sortBy=date
Executive Assistant cum Marketing- Personal Assistant,Sirius Ventures,Th??ng l??ng,H? Chí Minh,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Media, Creative Marketing, Administrative Support, English, Project Management",https://www.vietnamworks.com/executive-assistant-cum-marketing-personal-assistant-1716776-jv?source=searchResults&searchType=2&placement=1716776&sortBy=date
Senior Content Creation/social Media SpecialistUrgent job,Turnkey Fba Limited Company,$500 - $1500,Hà N?i,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content Creating, Content Strategy, Digital Marketing, Th??ng M?i Online, Media",https://www.vietnamworks.com/senior-content-creation-social-media-specialist-1720904-jv?source=searchResults&searchType=2&placement=1720904&sortBy=date
Senior Key Account Manager (E-Commerce),N-Squared Ecommerce Vietnam,Th??ng l??ng,H? Chí Minh,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","E Commerce, Account Management, Business Development, Key Accounts, Key Account Management",https://www.vietnamworks.com/senior-key-account-manager-e-commerce--1709338-jv?source=searchResults&searchType=2&placement=1709388&sortBy=date
Nhân Viên Marketing Kênh Online & Th??ng M?i ?i?n T? - Online & E-Commerce Marketing ExecutiveUrgent job,Công Ty C? Ph?n Hwico,Th??ng l??ng,H? Chí Minh,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Online, SEO, E-commerce, Chi?n D?ch Truy?n Thông, Phân Tích Th? Tr??ng",https://www.vietnamworks.com/nhan-vien-marketing-kenh-online-thuong-mai-dien-tu-online-e-commerce-marketing-executive-1716632-jv?source=searchResults&searchType=2&placement=1716682&sortBy=date
Senior Brand Manager OTC – Local Products (Abbott Healthcare),Abbott,Th??ng l??ng,H? Chí Minh,11/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Brand Marketing, Strategic Brand Management, OTC, Pharmaceutical Healthcare, Pharma Sales",https://www.vietnamworks.com/senior-brand-manager-otc-local-products-abbott-healthcare-1723863-jv?source=searchResults&searchType=2&placement=1723913&sortBy=date
Trade Marketing Specialist,Carlsberg Vietnam,Th??ng l??ng,Th?a Thiên Hu?,11/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","FMCG, Data Analysis, Branding POSM, Trade Marketing, Market Research",https://www.vietnamworks.com/trade-marketing-specialist--1720644-jv?source=searchResults&searchType=2&placement=1720694&sortBy=date
Nhân Viên Marketing/ads - L??ng T? 9- 13 Tri?uUrgent job,Công Ty C? Ph?n Công Ngh? Betech,$400 - $600,Hà N?i,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?ng Cáo Adwords, Facebook Ads, Vi?t N?i Dung Qu?ng Cáo, Online Marketing, Marketing Planning",https://www.vietnamworks.com/nhan-vien-marketing-ads-luong-tu-9-13-trieu-1720486-jv?source=searchResults&searchType=2&placement=1720536&sortBy=date
Trade Marketing Executive,POLY Educational Services Company,$400 - $1000,H? Chí Minh,30/11/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, Marketing Budgeting, Cost Analysis, English, MS Office",https://www.vietnamworks.com/trade-marketing-executive--1718974-jv?source=searchResults&searchType=2&placement=1719024&sortBy=date
Nhân Viên Ph? Trách Th??ng M?i ?i?n T?Urgent job,Công Ty C? Ph?n N?i Dung Th? Thao Vi?t (Vietcontent Sports),Th??ng l??ng,Hà N?i,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","E Commerce, Qu?n Lý Bán Hàng, Th??ng M?i ?i?n T?, Sàn Th??ng M?i ?i?n T?, Phát Tri?n Th??ng M?i ?i?n T?",https://www.vietnamworks.com/nhan-vien-phu-trach-thuong-mai-dien-tu--1720270-jv?source=searchResults&searchType=2&placement=1720320&sortBy=date
Field Trade Marketing Executive,"Taisho Vietnam Co., LTD",$500 - $700,Hà N?i,11/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, Ti?p Th? Th??ng M?i, FMCG, Digital Marketing, Content",https://www.vietnamworks.com/field-trade-marketing-executive-1723611-jv?source=searchResults&searchType=2&placement=1723661&sortBy=date
Content LeaderUrgent job,Bumas - Th??ng Hi?u Ti?n Ích Thông Minh S? 1 Vi?t Nam,$700 - $1000,Hà N?i,11/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content, Truy?n Thông Ti?p Th?, Qu?n Lý, Content Leader",https://www.vietnamworks.com/content-leader--1723576-jv?source=searchResults&searchType=2&placement=1723626&sortBy=date
Brand MerchandiserUrgent job,Công Ty TNHH AQUA Retail Vi?t Nam,$530 - $750,Hà N?i,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Merchandising, Supply Chain, Franchise Business, Retail, Branding",https://www.vietnamworks.com/brand-merchandiser-1708505-jv?source=searchResults&searchType=2&placement=1708555&sortBy=date
Trade Marketing,Công Ty C? Ph?n Nature Gift PHARMA,Th??ng l??ng,H? Chí Minh,28/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Promotion Planning, FMCG, Marketing Budget Management, Trade Marketing, Digital Marketing",https://www.vietnamworks.com/trade-marketing-102--1719345-jv?source=searchResults&searchType=2&placement=1719395&sortBy=date
Strategic Pricing Assistant Manager,Cargill Vietnam,Th??ng l??ng,H? Chí Minh,28/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Pricing Analysis, Pricing Strategy, Market Pricing, Pricing Management, Pricing",https://www.vietnamworks.com/strategic-pricing-assistant-manager--1719283-jv?source=searchResults&searchType=2&placement=1719333&sortBy=date
Digital Marketing Executive,Muamau Ecommerce Company,$500 - $750,H? Chí Minh,28/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Advertising, Campaign Marketing, Media, Planning Marketing Strategy",https://www.vietnamworks.com/digital-marketing-executive--1719276-jv?source=searchResults&searchType=2&placement=1719326&sortBy=date
Trade Marketing (Sampling S?n Ph?m),Công Ty TNHH Wellness Lifestyle,T? $300,Hà N?i,28/11/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Markeitng, Truy?n Thông, Th?c Ph?m Ch?c N?ng, Marketing Strategy, Qu?n Lý R?i Ro",https://www.vietnamworks.com/trade-marketing-sampling-san-pham--1719406-jv?source=searchResults&searchType=2&placement=1719456&sortBy=date
Product Marketing Assistant Manager (Phone)Headhunt jobs,Navigos Search'S Client,$1000 - $1500,H? Chí Minh,27/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English, Product Marketing, Trade Marketing, Consumer Electronics",https://www.vietnamworks.com/product-marketing-assistant-manager-phone-1719018-jv?source=searchResults&searchType=2&placement=1719068&sortBy=date
